multiplier,ticker,cross_date,cross_half,entry_dt,entry_price,exit_dt,exit_price,exit_reason,one_r,pnl_r,phase2
1.75,BIDU,2025-10-28,AM,2025-10-28 13:30:00,127.1500,2025-10-28 15:50:00,127.1000,eod_1550,0.3400,-0.147,0
1.75,BIDU,2025-11-06,AM,2025-11-06 13:30:00,127.0500,2025-11-06 14:05:00,127.0500,chandelier_stop,0.0600,0.000,1
1.75,BIDU,2025-12-05,AM,2025-12-05 13:30:00,124.6400,2025-12-05 13:40:00,124.5800,disaster_stop,0.0700,-0.857,0
1.75,BIDU,2025-12-22,AM,2025-12-22 13:30:00,123.7600,2025-12-22 13:35:00,124.4050,chandelier_stop,0.0500,12.900,1
1.75,BIDU,2025-12-30,AM,2025-12-30 13:30:00,133.1100,2025-12-30 14:05:00,132.8900,disaster_stop,0.1100,-2.000,0
1.75,C,2025-02-04,PM,2025-02-05 09:30:00,77.0521,2025-02-05 09:50:00,76.7889,disaster_stop,0.1170,-2.250,0
1.75,C,2025-02-06,AM,2025-02-06 13:30:00,77.8300,2025-02-06 13:35:00,77.8100,chandelier_stop,0.0300,-0.667,1
1.75,C,2025-03-24,AM,2025-03-24 13:30:00,71.0900,2025-03-24 13:40:00,72.0121,chandelier_stop,0.3555,2.594,1
1.75,C,2025-04-23,AM,2025-04-23 13:30:00,64.4700,2025-04-23 13:40:00,64.3500,disaster_stop,0.0300,-4.000,0
1.75,C,2025-08-12,PM,2025-08-13 09:30:00,94.9463,2025-08-13 15:50:00,95.2400,eod_1550,3.0863,0.095,0
1.75,C,2025-08-25,AM,2025-08-25 13:30:00,93.9919,2025-08-25 13:40:00,93.9375,disaster_stop,0.0346,-1.572,0
1.75,C,2025-10-16,AM,2025-10-16 13:30:00,99.0000,2025-10-16 15:50:00,98.9000,eod_1550,2.3723,-0.042,0
1.75,C,2025-10-22,AM,2025-10-22 13:30:00,97.3200,2025-10-22 13:40:00,97.2400,disaster_stop,2.6803,-0.030,0
1.75,C,2025-10-27,AM,2025-10-27 13:30:00,98.1900,2025-10-27 13:50:00,99.6936,chandelier_stop,0.4909,3.063,1
1.75,C,2025-11-26,AM,2025-11-26 13:30:00,100.9600,2025-11-26 13:55:00,102.1775,chandelier_stop,0.5048,2.412,1
1.75,C,2026-02-03,AM,2026-02-03 13:30:00,115.9900,2026-02-03 13:35:00,116.1700,chandelier_stop,0.0750,2.400,1
1.75,COIN,2025-02-04,AM,2025-02-04 13:30:00,283.2000,2025-02-04 13:55:00,282.2700,disaster_stop,0.6800,-1.368,0
1.75,COIN,2025-02-13,PM,2025-02-14 09:30:00,288.0150,2025-02-14 09:40:00,281.5219,disaster_stop,5.1949,-1.250,0
1.75,COIN,2025-03-26,AM,2025-03-26 13:30:00,203.9900,2025-03-26 14:35:00,204.2700,chandelier_stop,0.4400,0.636,1
1.75,COIN,2025-04-14,PM,2025-04-15 09:30:00,177.7400,2025-04-15 09:45:00,178.1800,chandelier_stop,1.1400,0.386,1
1.75,COIN,2025-06-04,AM,2025-06-04 13:30:00,262.3400,2025-06-04 14:05:00,261.5900,disaster_stop,0.3500,-2.143,0
1.75,COIN,2025-06-09,AM,2025-06-09 13:30:00,256.1800,2025-06-09 14:20:00,255.8000,chandelier_stop,0.3000,-1.267,1
1.75,COIN,2025-06-18,PM,2025-06-20 09:30:00,303.5800,2025-06-20 15:50:00,307.4100,eod_1550,49.4800,0.077,0
1.75,COIN,2025-09-10,AM,2025-09-10 13:30:00,321.2100,2025-09-10 13:35:00,321.3000,chandelier_stop,0.2100,0.429,1
1.75,COIN,2025-10-01,AM,2025-10-01 13:30:00,344.0700,2025-10-01 13:40:00,343.1300,disaster_stop,0.6800,-1.382,0
1.75,COIN,2025-10-27,PM,2025-10-28 09:30:00,363.2300,2025-10-28 09:35:00,364.5000,chandelier_stop,0.7300,1.740,1
1.75,COIN,2025-12-04,AM,2025-12-04 13:30:00,276.8400,2025-12-04 13:40:00,276.4000,disaster_stop,0.5400,-0.815,0
1.75,COIN,2026-01-06,AM,2026-01-06 13:30:00,255.7500,2026-01-06 14:05:00,255.4300,disaster_stop,0.1400,-2.286,0
1.75,COIN,2026-01-14,AM,2026-01-14 13:30:00,254.1900,2026-01-14 13:55:00,253.5900,disaster_stop,0.5800,-1.034,0
1.75,COIN,2026-02-26,AM,2026-02-26 13:30:00,183.5200,2026-02-26 13:45:00,183.0000,disaster_stop,0.2200,-2.364,0
1.75,COST,2025-02-03,PM,2025-02-04 09:30:00,998.8162,2025-02-04 15:50:00,996.7700,eod_1550,38.2162,-0.054,0
1.75,COST,2025-02-26,AM,2025-02-26 13:30:00,1048.9900,2025-02-26 13:45:00,1048.6100,disaster_stop,0.2300,-1.652,0
1.75,COST,2025-03-04,AM,2025-03-04 13:30:00,1042.7900,2025-03-04 15:15:00,1037.2200,disaster_stop,4.8700,-1.144,0
1.75,COST,2025-04-01,AM,2025-04-01 13:30:00,935.8800,2025-04-01 13:40:00,934.7800,disaster_stop,1.1200,-0.982,0
1.75,COST,2025-04-10,PM,2025-04-11 09:30:00,958.7118,2025-04-11 10:25:00,941.2971,disaster_stop,14.8388,-1.174,0
1.75,COST,2025-06-02,AM,2025-06-02 13:30:00,1044.9426,2025-06-02 15:25:00,1036.4200,disaster_stop,10.6226,-0.802,0
1.75,COST,2025-08-05,AM,2025-08-05 13:30:00,953.9200,2025-08-05 13:40:00,953.4200,disaster_stop,0.1600,-3.125,0
1.75,COST,2025-09-08,PM,2025-09-09 09:30:00,967.2811,2025-09-09 15:50:00,967.6800,eod_1550,9.9711,0.040,0
1.75,COST,2025-10-10,PM,2025-10-13 09:30:00,926.3960,2025-10-13 10:05:00,921.9585,disaster_stop,3.7395,-1.187,0
1.75,COST,2025-11-05,PM,2025-11-06 09:30:00,923.0837,2025-11-06 09:45:00,911.8393,disaster_stop,9.4469,-1.190,0
1.75,COST,2025-12-02,AM,2025-12-02 13:30:00,911.1400,2025-12-02 13:50:00,910.7700,disaster_stop,0.2993,-1.236,0
1.75,COST,2026-01-06,PM,2026-01-07 09:30:00,890.7684,2026-01-07 15:50:00,887.3700,eod_1550,16.8884,-0.201,0
1.75,COST,2026-02-03,AM,2026-02-03 13:30:00,968.7700,2026-02-03 13:40:00,967.8900,disaster_stop,0.3800,-2.316,0
1.75,COST,2026-02-24,PM,2026-02-25 09:30:00,997.1600,2026-02-25 15:50:00,997.5900,eod_1550,10.2800,0.042,0
1.75,COST,2026-03-10,PM,2026-03-11 09:30:00,998.1700,2026-03-11 09:35:00,998.1700,chandelier_stop,0.1700,0.000,1
1.75,COST,2026-03-13,AM,2026-03-13 13:30:00,1002.0100,2026-03-13 14:25:00,1004.6100,chandelier_stop,0.2300,11.304,1
1.75,GOOGL,2025-02-03,PM,2025-02-04 09:30:00,202.5856,2025-02-04 15:50:00,201.9200,eod_1550,3.5156,-0.189,0
1.75,GOOGL,2025-03-26,AM,2025-03-26 13:30:00,169.6400,2025-03-26 13:40:00,168.8600,disaster_stop,0.8100,-0.963,0
1.75,GOOGL,2025-04-14,AM,2025-04-14 13:30:00,158.6200,2025-04-14 13:50:00,158.7400,chandelier_stop,0.2900,0.414,1
1.75,GOOGL,2025-04-24,PM,2025-04-25 09:30:00,166.9500,2025-04-25 15:50:00,164.3600,eod_1550,12.1800,-0.213,0
1.75,GOOGL,2025-05-15,AM,2025-05-15 13:30:00,163.5400,2025-05-15 15:00:00,163.3600,chandelier_stop,0.4000,-0.450,1
1.75,GOOGL,2025-06-05,PM,2025-06-06 09:30:00,167.7000,2025-06-06 10:00:00,171.9352,chandelier_stop,0.8385,5.051,1
1.75,GOOGL,2025-10-07,PM,2025-10-08 09:30:00,245.7400,2025-10-08 10:05:00,244.6412,disaster_stop,0.2900,-3.789,0
1.75,GOOGL,2025-10-16,AM,2025-10-16 13:30:00,252.4400,2025-10-16 13:45:00,252.8100,chandelier_stop,0.2900,1.276,1
1.75,GOOGL,2025-12-24,PM,2025-12-26 09:30:00,314.4800,2025-12-26 09:55:00,313.3600,disaster_stop,0.9800,-1.143,0
1.75,GOOGL,2026-01-22,AM,2026-01-22 13:30:00,335.2600,2026-01-22 13:50:00,334.5300,disaster_stop,0.7200,-1.014,0
1.75,GS,2025-02-04,AM,2025-02-04 13:30:00,618.9040,2025-02-04 13:45:00,618.4263,disaster_stop,2.8240,-0.169,0
1.75,GS,2025-03-24,PM,2025-03-25 09:30:00,572.8602,2025-03-25 15:50:00,571.4000,eod_1550,10.4602,-0.140,0
1.75,GS,2025-04-23,AM,2025-04-23 13:30:00,520.3500,2025-04-23 14:30:00,522.7100,chandelier_stop,0.0900,26.222,1
1.75,GS,2025-08-25,PM,2025-08-26 09:30:00,726.3954,2025-08-26 09:50:00,723.0328,disaster_stop,2.2352,-1.504,0
1.75,GS,2025-10-07,PM,2025-10-08 09:30:00,783.7909,2025-10-08 09:40:00,773.5450,disaster_stop,7.1276,-1.437,0
1.75,GS,2025-10-27,PM,2025-10-28 09:30:00,784.0879,2025-10-28 11:00:00,782.0700,chandelier_stop,3.4579,-0.584,1
1.75,GS,2025-11-26,AM,2025-11-26 13:30:00,798.5400,2025-11-26 13:40:00,796.9100,disaster_stop,0.6400,-2.547,0
1.75,GS,2026-02-03,AM,2026-02-03 13:30:00,917.8187,2026-02-03 13:35:00,942.7200,chandelier_stop,4.5891,5.426,1
1.75,GS,2026-02-10,PM,2026-02-11 09:30:00,944.7200,2026-02-11 09:40:00,954.8280,chandelier_stop,8.2500,1.225,1
1.75,JPM,2025-02-04,AM,2025-02-04 13:30:00,261.0500,2025-02-04 15:00:00,261.3300,chandelier_stop,0.2900,0.966,1
1.75,JPM,2025-03-24,PM,2025-03-25 09:30:00,244.2104,2025-03-25 15:50:00,244.4000,eod_1550,3.7204,0.051,0
1.75,JPM,2025-04-14,PM,2025-04-15 09:30:00,232.8104,2025-04-15 09:45:00,233.1456,chandelier_stop,0.7593,0.441,1
1.75,JPM,2025-08-15,PM,2025-08-18 09:30:00,287.3119,2025-08-18 10:00:00,286.2320,disaster_stop,0.8719,-1.239,0
1.75,JPM,2025-08-25,AM,2025-08-25 13:30:00,293.1600,2025-08-25 13:40:00,293.0900,disaster_stop,0.1200,-0.583,0
1.75,JPM,2025-09-10,AM,2025-09-10 13:30:00,294.7600,2025-09-10 13:45:00,294.4300,disaster_stop,0.3500,-0.943,0
1.75,JPM,2025-10-29,AM,2025-10-29 13:30:00,302.9400,2025-10-29 13:45:00,302.8500,chandelier_stop,0.0900,-1.000,1
1.75,JPM,2025-12-01,AM,2025-12-01 13:30:00,310.4700,2025-12-01 14:15:00,310.0300,disaster_stop,0.4500,-0.978,0
1.75,JPM,2025-12-12,AM,2025-12-12 13:30:00,316.7400,2025-12-12 13:40:00,316.6900,disaster_stop,0.1400,-0.357,0
1.75,JPM,2026-02-04,AM,2026-02-04 13:30:00,315.5800,2026-02-04 13:40:00,316.9100,disaster_stop,0.0600,22.167,0
1.75,MARA,2025-02-04,AM,2025-02-04 13:30:00,17.7500,2025-02-04 14:00:00,17.6900,disaster_stop,0.0500,-1.200,0
1.75,MARA,2025-03-10,AM,2025-03-10 13:30:00,15.1400,2025-03-10 13:55:00,15.1800,chandelier_stop,0.0300,1.333,1
1.75,MARA,2025-03-25,PM,2025-03-26 09:30:00,14.2000,2025-03-26 09:55:00,13.9998,disaster_stop,0.1100,-1.820,0
1.75,MARA,2025-04-14,PM,2025-04-15 09:30:00,13.0550,2025-04-15 10:00:00,12.9050,disaster_stop,0.1050,-1.429,0
1.75,MARA,2025-05-08,AM,2025-05-08 13:30:00,14.0800,2025-05-08 13:50:00,14.0300,disaster_stop,0.0400,-1.250,0
1.75,MARA,2025-06-09,AM,2025-06-09 13:30:00,16.2000,2025-06-09 13:55:00,16.0800,disaster_stop,0.0810,-1.481,0
1.75,MARA,2025-07-01,AM,2025-07-01 13:30:00,15.4000,2025-07-01 13:40:00,15.3600,disaster_stop,0.0100,-4.000,0
1.75,MARA,2025-08-28,PM,2025-08-29 09:30:00,15.8550,2025-08-29 10:15:00,15.6100,disaster_stop,0.1650,-1.485,0
1.75,MARA,2025-09-10,PM,2025-09-11 09:30:00,15.8600,2025-09-11 10:10:00,15.9400,chandelier_stop,0.1937,0.413,1
1.75,MARA,2025-09-30,AM,2025-09-30 13:30:00,18.1700,2025-09-30 14:05:00,18.1700,chandelier_stop,0.0909,0.000,1
1.75,MARA,2025-12-05,AM,2025-12-05 13:30:00,12.4100,2025-12-05 13:40:00,12.3900,disaster_stop,0.0100,-2.000,0
1.75,MARA,2025-12-10,AM,2025-12-10 13:30:00,12.1800,2025-12-10 13:40:00,12.1200,disaster_stop,0.0100,-6.000,0
1.75,MARA,2026-01-07,AM,2026-01-07 13:30:00,10.2900,2026-01-07 14:10:00,10.2600,disaster_stop,0.0200,-1.500,0
1.75,MARA,2026-01-09,AM,2026-01-09 13:30:00,10.4300,2026-01-09 14:20:00,10.4200,chandelier_stop,0.0100,-1.000,1
1.75,MARA,2026-02-25,PM,2026-02-26 09:30:00,8.5400,2026-02-26 12:45:00,8.5600,disaster_stop,0.2100,0.095,0
1.75,MARA,2026-03-13,AM,2026-03-13 13:30:00,8.9500,2026-03-13 14:05:00,8.9500,chandelier_stop,0.0200,0.000,1
1.75,META,2025-02-04,AM,2025-02-04 13:30:00,698.2100,2025-02-04 15:50:00,698.4400,eod_1550,4.1000,0.056,0
1.75,META,2025-03-26,AM,2025-03-26 13:30:00,625.1100,2025-03-26 13:55:00,625.5400,chandelier_stop,0.0100,43.000,1
1.75,META,2025-04-25,PM,2025-04-26 09:30:00,547.5500,2025-04-28 09:40:00,548.3381,chandelier_stop,2.9600,0.266,1
1.75,META,2025-07-25,PM,2025-07-26 09:30:00,713.6100,2025-07-26 09:35:00,713.6000,chandelier_stop,0.1100,-0.091,1
1.75,META,2025-07-31,AM,2025-07-31 13:30:00,777.6100,2025-07-31 13:55:00,777.9800,chandelier_stop,1.7400,0.213,1
1.75,META,2025-09-08,AM,2025-09-08 13:30:00,753.8800,2025-09-08 13:50:00,753.3800,disaster_stop,0.6700,-0.746,0
1.75,META,2025-10-21,AM,2025-10-21 13:30:00,734.8000,2025-10-21 14:05:00,733.9500,disaster_stop,0.4000,-2.125,0
1.75,META,2025-11-26,PM,2025-11-27 09:30:00,633.1700,2025-11-28 09:30:00,635.5597,chandelier_stop,1.1800,2.025,1
1.75,META,2025-12-17,AM,2025-12-17 13:30:00,658.4500,2025-12-17 13:35:00,658.5600,chandelier_stop,0.0500,2.200,1
1.75,META,2026-03-04,PM,2026-03-05 09:30:00,668.2700,2026-03-05 15:50:00,662.4500,eod_1550,10.7700,-0.540,0
1.75,MSFT,2025-02-03,PM,2025-02-04 09:30:00,408.7223,2025-02-04 11:25:00,405.8000,disaster_stop,2.9168,-1.002,0
1.75,MSFT,2025-02-20,AM,2025-02-20 13:30:00,413.8300,2025-02-20 13:40:00,413.6400,disaster_stop,0.1600,-1.188,0
1.75,MSFT,2025-03-24,AM,2025-03-24 13:30:00,391.6700,2025-03-24 14:05:00,391.8600,chandelier_stop,0.1700,1.118,1
1.75,MSFT,2025-04-11,PM,2025-04-12 09:30:00,387.6900,2025-04-14 15:50:00,388.9900,eod_1550,8.2300,0.158,0
1.75,MSFT,2025-04-25,AM,2025-04-25 13:30:00,384.3500,2025-04-25 13:40:00,382.9900,disaster_stop,1.0400,-1.308,0
1.75,MSFT,2025-08-13,AM,2025-08-13 13:30:00,527.2200,2025-08-13 13:45:00,527.0300,disaster_stop,0.1300,-1.462,0
1.75,MSFT,2025-10-22,AM,2025-10-22 13:30:00,517.1900,2025-10-22 14:05:00,516.2500,disaster_stop,0.8000,-1.175,0
1.75,MSFT,2025-12-09,PM,2025-12-10 09:30:00,491.8400,2025-12-10 10:05:00,479.5648,disaster_stop,2.8600,-4.292,0
1.75,MSFT,2026-01-27,PM,2026-01-28 09:30:00,480.6500,2026-01-28 15:50:00,480.4900,eod_1550,9.2700,-0.017,0
1.75,MSFT,2026-03-05,AM,2026-03-05 13:30:00,406.0100,2026-03-05 13:40:00,405.5000,disaster_stop,0.5100,-1.000,0
1.75,MU,2025-02-04,AM,2025-02-04 13:30:00,89.8800,2025-02-04 15:10:00,90.0000,chandelier_stop,0.1800,0.667,1
1.75,MU,2025-03-14,AM,2025-03-14 13:30:00,96.8800,2025-03-14 13:50:00,96.9300,chandelier_stop,0.2000,0.250,1
1.75,MU,2025-04-25,AM,2025-04-25 13:30:00,77.6500,2025-04-25 13:50:00,76.5000,disaster_stop,0.6800,-1.691,0
1.75,MU,2025-08-11,AM,2025-08-11 13:30:00,119.6600,2025-08-11 15:00:00,119.9000,chandelier_stop,0.1700,1.412,1
1.75,MU,2025-08-29,PM,2025-09-02 09:30:00,115.7439,2025-09-02 09:40:00,114.1954,disaster_stop,1.0589,-1.462,0
1.75,MU,2025-09-03,PM,2025-09-04 09:30:00,118.7309,2025-09-04 09:40:00,119.2404,chandelier_stop,0.2697,1.889,1
1.75,MU,2025-12-01,AM,2025-12-01 13:30:00,232.6700,2025-12-01 13:40:00,231.6300,disaster_stop,0.6200,-1.677,0
1.75,MU,2026-02-12,PM,2026-02-13 09:30:00,417.4000,2026-02-13 09:35:00,417.8000,chandelier_stop,0.1400,2.857,1
1.75,MU,2026-03-12,AM,2026-03-12 13:30:00,415.6000,2026-03-12 13:35:00,416.0400,chandelier_stop,0.1500,2.933,1
1.75,NVDA,2025-02-05,AM,2025-02-05 13:30:00,118.9300,2025-02-05 14:05:00,118.9000,chandelier_stop,0.1900,-0.158,1
1.75,NVDA,2025-03-17,AM,2025-03-17 13:30:00,122.6500,2025-03-17 13:45:00,122.5300,disaster_stop,0.1300,-0.923,0
1.75,NVDA,2025-03-24,AM,2025-03-24 13:30:00,119.2600,2025-03-24 15:50:00,120.0700,eod_1550,0.1200,6.750,1
1.75,NVDA,2025-04-11,PM,2025-04-12 09:30:00,110.4600,2025-04-14 09:30:00,114.0893,chandelier_stop,1.8400,1.972,1
1.75,NVDA,2025-08-27,AM,2025-08-27 13:30:00,182.9400,2025-08-27 14:00:00,182.9000,chandelier_stop,0.2100,-0.190,1
1.75,NVDA,2025-09-11,PM,2025-09-12 09:30:00,177.2200,2025-09-12 15:50:00,177.6600,eod_1550,4.2800,0.103,0
1.75,NVDA,2025-10-27,AM,2025-10-27 13:30:00,190.9700,2025-10-27 15:05:00,190.5800,disaster_stop,0.3600,-1.083,0
1.75,NVDA,2025-12-08,AM,2025-12-08 13:30:00,182.7900,2025-12-08 13:50:00,182.7200,disaster_stop,0.0800,-0.875,0
1.75,NVDA,2025-12-22,PM,2025-12-23 09:30:00,183.3000,2025-12-23 09:40:00,183.2900,disaster_stop,0.0100,-1.000,0
1.75,NVDA,2026-01-16,PM,2026-01-17 09:30:00,186.4000,2026-01-20 09:35:00,182.0900,disaster_stop,3.2600,-1.322,0
1.75,NVDA,2026-02-10,PM,2026-02-11 09:30:00,188.7600,2026-02-11 10:00:00,191.2500,chandelier_stop,0.9438,2.638,1
1.75,NVDA,2026-02-18,PM,2026-02-19 09:30:00,187.9400,2026-02-19 10:05:00,187.3100,disaster_stop,0.1300,-4.846,0
1.75,PLTR,2025-02-04,AM,2025-02-04 13:30:00,100.1700,2025-02-04 14:00:00,100.3000,chandelier_stop,0.4700,0.277,1
1.75,PLTR,2025-03-21,AM,2025-03-21 13:30:00,86.3600,2025-03-21 14:25:00,86.7500,chandelier_stop,0.2300,1.696,1
1.75,PLTR,2025-04-11,AM,2025-04-11 13:30:00,89.2600,2025-04-11 14:30:00,89.2800,chandelier_stop,0.2600,0.077,1
1.75,PLTR,2025-07-09,PM,2025-07-10 09:30:00,143.3100,2025-07-10 15:50:00,143.3400,eod_1550,4.4300,0.007,0
1.75,PLTR,2025-09-10,PM,2025-09-11 09:30:00,167.2400,2025-09-11 09:40:00,165.4600,disaster_stop,1.3900,-1.281,0
1.75,PLTR,2025-10-16,PM,2025-10-17 09:30:00,177.7500,2025-10-17 09:45:00,175.2800,disaster_stop,1.7000,-1.453,0
1.75,PLTR,2025-10-21,PM,2025-10-22 09:30:00,181.9300,2025-10-22 10:25:00,177.6200,disaster_stop,2.6300,-1.639,0
1.75,PLTR,2025-10-24,PM,2025-10-27 09:30:00,188.9700,2025-10-27 15:50:00,189.0000,eod_1550,6.2400,0.005,0
1.75,PLTR,2025-11-12,PM,2025-11-13 09:30:00,181.7150,2025-11-13 09:40:00,179.4008,disaster_stop,1.7150,-1.349,0
1.75,PLTR,2025-12-03,PM,2025-12-04 09:30:00,176.3650,2025-12-04 15:50:00,175.7800,eod_1550,4.5150,-0.130,0
1.75,PLTR,2026-03-02,AM,2026-03-02 13:30:00,142.6300,2026-03-02 14:05:00,141.7000,disaster_stop,0.3700,-2.514,0
1.75,SNOW,2025-02-04,AM,2025-02-04 13:30:00,184.7900,2025-02-04 15:50:00,184.9800,eod_1550,0.7900,0.241,0
1.75,SNOW,2025-03-25,AM,2025-03-25 13:30:00,163.3000,2025-03-25 13:55:00,163.3200,disaster_stop,0.3000,0.067,0
1.75,SNOW,2025-04-15,AM,2025-04-15 13:30:00,145.2700,2025-04-15 13:35:00,145.7100,chandelier_stop,0.1400,3.143,1
1.75,SNOW,2025-04-24,AM,2025-04-24 13:30:00,148.9700,2025-04-24 14:20:00,148.2500,disaster_stop,0.6700,-1.075,0
1.75,SNOW,2025-07-25,PM,2025-07-28 09:30:00,219.9300,2025-07-28 15:50:00,220.8000,eod_1550,5.0300,0.173,0
1.75,SNOW,2025-08-28,AM,2025-08-28 13:30:00,228.2000,2025-08-28 14:05:00,228.2200,chandelier_stop,0.1900,0.105,1
1.75,SNOW,2025-09-22,AM,2025-09-22 13:30:00,228.5700,2025-09-22 13:45:00,228.8100,chandelier_stop,0.2400,1.000,1
1.75,SNOW,2025-09-29,AM,2025-09-29 13:30:00,227.3000,2025-09-29 14:10:00,226.7400,disaster_stop,0.1800,-3.111,0
1.75,SNOW,2025-12-02,PM,2025-12-03 09:30:00,262.5800,2025-12-03 15:50:00,263.7500,eod_1550,5.7900,0.202,0
1.75,SNOW,2026-01-07,AM,2026-01-07 13:30:00,231.9300,2026-01-07 13:35:00,234.6700,chandelier_stop,0.1000,27.400,1
1.75,SNOW,2026-03-06,PM,2026-03-07 09:30:00,179.0000,2026-03-09 15:50:00,177.3600,eod_1550,6.2000,-0.265,0
1.75,SPY,2025-02-04,AM,2025-02-04 13:30:00,594.1631,2025-02-04 15:00:00,594.5091,chandelier_stop,0.4546,0.761,1
1.75,SPY,2025-03-24,PM,2025-03-25 09:30:00,570.3515,2025-03-25 14:50:00,568.9437,disaster_stop,1.2789,-1.101,0
1.75,SPY,2025-04-24,AM,2025-04-24 13:30:00,540.2923,2025-04-24 15:05:00,540.5104,chandelier_stop,0.9022,0.242,1
1.75,SPY,2025-08-06,PM,2025-08-07 09:30:00,632.6366,2025-08-07 11:15:00,628.5896,disaster_stop,3.8282,-1.057,0
1.75,SPY,2025-08-07,PM,2025-08-08 09:30:00,630.4689,2025-08-08 15:05:00,633.5016,chandelier_stop,3.1719,0.956,1
1.75,SPY,2025-08-22,AM,2025-08-22 13:30:00,642.4904,2025-08-22 14:10:00,642.0330,disaster_stop,0.4126,-1.109,0
1.75,SPY,2025-10-20,AM,2025-10-20 13:30:00,669.6487,2025-10-20 14:35:00,669.8232,chandelier_stop,0.0648,2.693,1
1.75,SPY,2025-11-11,AM,2025-11-11 13:30:00,680.9157,2025-11-11 15:30:00,680.9057,chandelier_stop,0.4288,-0.023,1
1.75,SPY,2025-11-26,AM,2025-11-26 13:30:00,679.1259,2025-11-26 13:45:00,677.7702,disaster_stop,0.9469,-1.432,0
1.75,SPY,2025-12-22,AM,2025-12-22 13:30:00,684.7100,2025-12-22 14:15:00,684.3000,disaster_stop,0.3600,-1.139,0
1.75,SPY,2026-01-26,AM,2026-01-26 13:30:00,693.7800,2026-01-26 15:50:00,693.0550,eod_1550,0.4080,-1.777,0
1.75,SPY,2026-02-09,PM,2026-02-10 09:30:00,694.9500,2026-02-10 11:10:00,694.6300,chandelier_stop,1.0400,-0.308,1
1.75,SPY,2026-02-25,AM,2026-02-25 13:30:00,692.3100,2026-02-25 15:25:00,692.9600,chandelier_stop,0.1050,6.190,1
1.75,TSLA,2025-03-25,AM,2025-03-25 13:30:00,277.4300,2025-03-25 15:30:00,282.9900,chandelier_stop,0.2300,24.174,1
1.75,TSLA,2025-04-14,PM,2025-04-15 09:30:00,250.6500,2025-04-15 09:40:00,250.2200,disaster_stop,0.1300,-3.308,0
1.75,TSLA,2025-04-24,PM,2025-04-25 09:30:00,261.9300,2025-04-25 11:05:00,263.5900,chandelier_stop,10.3300,0.161,1
1.75,TSLA,2025-06-17,AM,2025-06-17 13:30:00,326.1700,2025-06-17 13:45:00,325.6500,disaster_stop,0.3300,-1.576,0
1.75,TSLA,2025-06-20,PM,2025-06-21 09:30:00,322.4500,2025-06-21 09:50:00,322.5200,chandelier_stop,0.0800,0.875,1
1.75,TSLA,2025-07-15,AM,2025-07-15 13:30:00,317.4500,2025-07-15 13:35:00,317.4000,chandelier_stop,0.1800,-0.278,1
1.75,TSLA,2025-07-29,AM,2025-07-29 13:30:00,326.5700,2025-07-29 13:35:00,326.7100,chandelier_stop,0.0800,1.750,1
1.75,TSLA,2025-08-08,AM,2025-08-08 13:30:00,320.6400,2025-08-08 14:00:00,320.3500,disaster_stop,0.2000,-1.450,0
1.75,TSLA,2025-08-25,AM,2025-08-25 13:30:00,338.1600,2025-08-25 13:40:00,338.3000,chandelier_stop,0.3600,0.389,1
1.75,TSLA,2025-09-04,PM,2025-09-05 09:30:00,339.2900,2025-09-05 10:00:00,354.4900,chandelier_stop,2.1500,7.070,1
1.75,TSLA,2025-10-20,AM,2025-10-20 13:30:00,444.3100,2025-10-20 13:45:00,444.4000,chandelier_stop,0.2200,0.409,1
1.75,TSLA,2025-10-24,AM,2025-10-24 13:30:00,446.8500,2025-10-24 15:50:00,446.7200,eod_1550,2.2343,-0.058,0
1.75,TSLA,2026-02-12,PM,2026-02-13 09:30:00,416.1200,2026-02-13 09:40:00,415.7800,disaster_stop,0.2600,-1.308,0
1.75,TSM,2025-02-05,AM,2025-02-05 13:30:00,201.9300,2025-02-05 14:10:00,201.5600,disaster_stop,0.1200,-3.083,1
1.75,TSM,2025-03-24,PM,2025-03-25 09:30:00,180.7982,2025-03-25 15:50:00,180.5200,eod_1550,2.8082,-0.099,0
1.75,TSM,2025-04-24,PM,2025-04-25 09:30:00,162.4280,2025-04-25 15:50:00,160.9800,eod_1550,5.4480,-0.266,0
1.75,TSM,2025-08-08,AM,2025-08-08 13:30:00,241.6100,2025-08-08 13:45:00,241.5200,disaster_stop,0.0700,-1.286,0
1.75,TSM,2025-09-08,AM,2025-09-08 13:30:00,241.2900,2025-09-08 15:00:00,241.4600,chandelier_stop,0.0500,3.400,1
1.75,TSM,2025-10-28,PM,2025-10-29 09:30:00,305.0024,2025-10-29 15:50:00,304.6500,eod_1550,7.7024,-0.046,0
1.75,TSM,2025-11-28,AM,2025-11-28 13:30:00,289.3400,2025-11-28 13:45:00,289.3400,chandelier_stop,0.0100,0.000,1
1.75,TSM,2025-12-24,AM,2025-12-24 13:30:00,297.4100,2025-12-24 13:50:00,298.2600,chandelier_stop,0.2600,3.269,1
1.75,TXN,2025-02-18,AM,2025-02-18 13:30:00,180.4487,2025-02-18 13:40:00,180.4972,disaster_stop,0.1211,0.400,0
1.75,TXN,2025-03-25,PM,2025-03-26 09:30:00,178.5878,2025-03-26 09:35:00,179.0288,chandelier_stop,0.2520,1.750,1
1.75,TXN,2025-04-24,PM,2025-04-25 09:30:00,156.8580,2025-04-25 09:55:00,156.1989,disaster_stop,0.6687,-0.986,0
